smiles_canonical,smiles_raw,temperature,perplexity,vina_score,qed,mw,logp,hbd,hba,rotbonds,tpsa,lipinski_violations,pains_hits,max_tanimoto_known,novelty,z_affinity,z_qed,z_novelty,z_druglike,composite_score,on_pareto_front
O=C1Nc2ccc(Cl)cc2[C@@]1(c1ccc(F)cc1Cl)[C@@H]1[CH]S(=O)(=O)CC1,O=C1NC2=CC=C(Cl)C=C2[C@@]1(C3=CC=C(F)C=C3Cl)[C@H1]4CCS(=O)(=O)[C@H1]4,1.2,,-7.973,0.810785284739736,413.27700000000016,3.9671900000000013,1,3,2,63.24,0,0,0.14634146341463414,0.8536585365853658,1.7300764577886818,0.17291329069109218,1.187496665566667,0.13428621256572063,4.8877059781179835,False
CCC1N[C@H](c2ccc(CC3CCCC(C)C3)cn2)c2n[nH]c(C)c2C1=O,CCC1N[C@H1](C2=CC=C(CC3CC(C)CCC3)C=N2)C4=N[NH1]C(C)=C4C1=O,1.0,,-7.717,0.8531881981973245,366.50900000000007,4.1358200000000025,2,4,4,70.67,0,0,0.13953488372093023,0.8604651162790697,1.3128158996927264,0.846895954730801,1.3254645494745028,0.13428621256572063,4.865135409873617,True
OC1(CN2CC=C(Nc3ccccc3)CC2)COc2ccccc21,OC1(CN2CC=C(NC3=CC=CC=C3)CC2)COC4=CC=CC=C41,1.0,,-7.706,0.90827451610051,322.408,2.968300000000001,2,4,4,44.730000000000004,0,0,0.18333333333333332,0.8166666666666667,1.294886735087042,1.722477849113177,0.43767954093977585,0.13428621256572063,4.817073966509898,False
O=C(NC1N=C2c3ccccc3C=CN2CC1O)C1CC1,O=C(NC1C(O)CN2C=CC3=CC=CC=C3C2=N1)C4CC4,1.0,,-8.116,0.8489783255168416,283.3310000000001,0.946299999999999,2,4,2,64.93,0,0,0.20512820512820512,0.7948717948717949,1.9631555976625938,0.7799811846573294,-0.004097750577503404,0.13428621256572063,4.769337735687874,False
N#C[C@@H](F)CC=C1C=CC(OCc2ccc3c(c2)CC(=O)N3)=C1,N#C[C@H1](CC=C1C=C(OCC2=CC=C3C(=C2)CC(=O)N3)C=C1)F,1.2,,-7.361,0.9070943369527708,310.3279999999999,3.3296800000000015,1,3,5,62.12,0,0,0.13186813186813187,0.8681318681318682,0.7325629360905394,1.7037192256796008,1.4808679351948684,0.13428621256572063,4.716856139338408,True
N#CCC1=NN(CC(=O)Nc2ccc3c(c2)OCO3)C(c2ccccc2F)C1,N#CCC1=NN(CC(=O)NC2=CC=C3C(=C2)OCO3)C(C4=CC=CC=C4F)C1,1.2,,-7.995,0.8607109410375897,380.37900000000013,3.2095800000000017,1,6,5,86.95,0,0,0.19791666666666666,0.8020833333333334,1.7659347870000535,0.9664678861604379,0.142078559115714,0.13428621256572063,4.707559125559119,False
CC=NC=C1NS(=O)(=O)c2ccccc2C2=CC(=CC(F)=NC=CN)C=CN12,NC=CN=C(C=C1C=C(C2=CC=CC=C2S(=O)(=O)NC3=CN=CC)N3C=C1)F,1.2,,-8.01,0.7634863468016707,399.4510000000001,2.7626000000000017,2,6,3,100.14999999999999,0,0,0.1282051282051282,0.8717948717948718,1.7903836478259878,-0.5788903378409709,1.5551162194834867,0.13428621256572063,4.624136283577352,False
CC=C1C=CCC(N2C(=O)[C@@H](NC(=O)c3ccc4ccccc4n3)[C@@H]2CCC)=C1,CC=C1C=C(N2C(=O)[C@@H1](NC(=O)C3=CC=C4C=CC=CC4=N3)[C@@H1]2CCC)CC=C1,0.8,,-8.309,0.7847541086349652,387.4830000000002,4.134200000000003,1,3,5,62.300000000000004,0,0,0.2,0.8,2.2777309402896218,-0.24084510439485732,0.09984984742656229,0.13428621256572063,4.481609729893809,False
Cc1ccsc1C(=O)NC(=O)c1ccc(OCC(=O)N2CCCCC2)cc1,CC=1C=CSC=1C(=O)NC(=O)C2=CC=C(OCC(=O)N3CCCCC3)C=C2,0.8,,-8.385,0.8017518061465277,386.47300000000024,3.0180200000000017,1,5,5,75.71,0,0,0.2261904761904762,0.7738095238095238,2.4016051684743593,0.029328629370925733,-0.4310253852370612,0.13428621256572063,4.468656687365444,False
CC=C1C(C2CCN(C3CC(F)C3)CC2)=CC(C(=O)NCC23CC2CNC3=O)=C1C,CC=C1C(C)=C(C(=O)NCC23CC2CNC3=O)C=C1C4CCN(C5CC(F)C5)CC4,1.0,,-8.261,0.7285402826723612,413.53700000000026,2.654000000000001,2,3,5,61.440000000000005,0,0,0.15306122448979592,0.846938775510204,2.1994945856466304,-1.134348429727331,1.0512885760964303,0.13428621256572063,4.383072423945221,False
CN1[CH]CCN2C=CC=C(Nc3ncn(CCc4ccc(C#CC(F)(F)F)s4)n3)C12,C12N(C)[C@H1]CCN2C=CC=C1NC=3N=CN(N=3)CCC=4SC(C#CC(F)(F)F)=CC=4,1.2,,-8.305,0.7324778894506188,433.4830000000002,3.4445900000000016,1,6,5,49.22,0,0,0.1650485436893204,0.8349514563106796,2.2712112440693732,-1.0717612513956982,0.8083082338232052,0.13428621256572063,4.346112576849114,False
O=C(NN1CC2(CCCc3ccccc32)NC1=O)Oc1ccccc1Cl,O=C(NN1C(=O)NC2(CCCC3=CC=CC=C32)C1)OC4=CC=CC=C4Cl,0.8,,-7.799,0.8468784514619768,371.82400000000007,3.6004000000000023,2,3,2,70.67,0,0,0.17582417582417584,0.8241758241758241,1.4464696722078383,0.7466042632563696,0.5898885237314435,0.13428621256572063,4.29657523768635,False
O=C1NC(=O)/C(=C/c2ccc(OCc3ccc4ccccc4n3)cc2)S1,O=C1NC(=O)/C(=C/C2=CC=C(OCC3=CC=C4C=CC=CC4=N3)C=C2)S1,0.8,,-8.501,0.7067051021815742,362.41,4.137700000000002,1,5,4,68.29,0,0,0.1794871794871795,0.8205128205128205,2.590676358861588,-1.481412626900668,0.5156402394428251,0.13428621256572063,4.282723436548194,False
O=C1CC(c2c[nH]cn2)CN1CCc1ncc(CC(F)(F)F)cc1Cl,O=C1CC(C2=C[NH1]C=N2)CN1CCC3=NC=C(CC(F)(F)F)C=C3Cl,1.2,,-7.567,0.8767741079346146,372.778,3.121500000000001,1,3,5,61.88,0,0,0.16666666666666666,0.8333333333333334,1.0683272914333788,1.221787512463942,0.7755092344529916,0.13428621256572063,4.201094436066551,False
c1ccc(-c2noc(C3CCCC4(CCNCC4)C3)n2)nc1,C1=CC=NC(C2=NOC(C3CCCC4(CCNCC4)C3)=N2)=C1,0.8,,-7.211,0.9223418815597004,298.39,3.1590000000000007,1,5,2,63.84,0,0,0.14606741573033707,0.8539325842696629,0.48807432783119153,1.9460747596813248,1.193051552278312,0.13428621256572063,4.18241807390488,True
O=C1c2c([nH]c3c2CCN(C(=O)N2CCC(F)CC2)C3)CCN1C[C@H]1CCCO1,O=C1C2=C([NH1]C3=C2CCN(C(=O)N4CCC(F)CC4)C3)CCN1C[C@H1]5CCCO5,1.0,,-7.726,0.8209124849579426,404.48600000000033,2.104,1,3,2,68.88000000000001,0,0,0.15492957746478872,0.8450704225352113,1.327485216188288,0.33388235686522005,1.0134174693214517,0.13428621256572063,4.069413364846108,False
O=C(Nc1ncc(F)s1)Nc1c2c(cc3c1CCC3)CCC2,O=C(NC1=NC=C(F)S1)NC2=C3C(=CC4=C2CCC4)CCC3,1.2,,-7.448,0.8822801475993846,317.3890000000002,3.9036000000000017,2,3,2,54.02,0,0,0.16049382716049382,0.8395061728395061,0.8743663288809626,1.3093045007784752,0.900631343161588,0.13428621256572063,4.025811607984848,False
O=C(Cn1nnc(-c2ccc3c(c2)OCCO3)n1)NC1=CC=COC1,C1OC=CC=C1NC(=O)CN2N=NC(C3=CC=C4C(=C3)OCCO4)=N2,0.8,,-7.601,0.8714409424951499,341.3270000000001,0.6552999999999998,1,7,4,100.39,0,0,0.17721518987341772,0.8227848101265822,1.1237447093054975,1.1370183124831406,0.5616929727357652,0.13428621256572063,4.013343810112761,False
Cn1cc(-c2cccc(C3(CNCC(=O)N4CC(F)C[C@H]4C#N)CCC3)c2)cn1,N#C[C@@H1]1CC(F)CN1C(=O)CNCC2(CCC2)C3=CC(C=4C=NN(C)C=4)=CC=C3,1.0,,-8.166,0.8158570765264763,395.482,2.56098,1,4,6,73.95000000000002,0,0,0.22549019607843138,0.7745098039215687,2.044651800415711,0.253528028244467,-0.41683086029953126,0.13428621256572063,3.9931438750592188,False
O=C(Nc1cccc(S(=O)(=O)N2CCCC2)c1)c1ccc2c(c1)OCO2,O=C(NC1=CC=CC(S(=O)(=O)N2CCCC2)=C1)C3=CC=C4C(=C3)OCO4,0.8,,-8.186,0.8885647206561301,374.41800000000006,2.4521000000000006,1,5,4,84.94000000000001,0,0,0.2891566265060241,0.7108433734939759,2.077250281516957,1.4091960635451257,-1.7073355010055762,0.13428621256572063,3.923504231856324,False
Cc1cc(N2CCCCC2)nc(NC(=O)c2noc3ccc(F)cc23)n1,CC1=CC(N2CCCCC2)=NC(NC(=O)C3=NOC4=CC=C(F)C=C34)=N1,0.8,,-8.779,0.7758982879266075,355.3730000000001,3.307920000000001,1,6,3,84.15,0,0,0.2972972972972973,0.7027027027027026,3.0437952461689153,-0.3816059424265835,-1.872345120110045,0.13428621256572063,3.900782536084063,False
O=C1NCCN1CCC#Cc1ccc(OCc2cccc(OCC3CC3)c2)cc1,O=C1NCCN1CCC#CC2=CC=C(OCC3=CC=CC(OCC4CC4)=C3)C=C2,1.0,,-8.286,0.6973935691486246,390.4830000000002,3.8212000000000037,1,3,8,50.80000000000001,0,0,0.16,0.84,2.240242687023189,-1.6294168871767507,0.9106411118582761,0.13428621256572063,3.8288527050107635,False
COc1ccccc1-c1cc(C(=O)NC2=CC=CCC2C)on1,C1C=CC=C(NC(=O)C2=CC(C3=CC=CC=C3OC)=NO2)C1C,0.8,,-7.941,0.9375095285467863,310.35300000000007,3.5599000000000025,1,4,4,64.36,0,0,0.29411764705882354,0.7058823529411764,1.6779188880266875,2.1871603429583977,-1.807894304177476,0.13428621256572063,3.802246921117157,True
CC1=CC=C(C(=O)c2cnn3ccc(N[C@@H]4CCCC[C@@H]4N)nc23)C1,CC1=CC=C(C(=O)C=2C=NN3C=CC(N[C@@H1]4CCCC[C@@H1]4N)=NC=23)C1,0.8,,-7.792,0.8380489960661179,337.42700000000013,2.8702000000000005,2,5,4,85.31,0,0,0.1956521739130435,0.8043478260869565,1.4350602038224012,0.6062624946259462,0.1879793326908787,0.13428621256572063,3.7315053412444876,False
CC=C1C=CC(CCNC(=O)C23CC4CC(CC(F)(C4)C2)C3)=C1,CC=C1C=C(CCNC(=O)C23CC4CC(CC(F)(C4)C2)C3)C=C1,1.0,,-7.611,0.8256358722310227,315.4320000000001,4.243700000000003,1,1,4,29.1,0,0,0.15730337078651685,0.8426966292134832,1.1400439498561203,0.40895930035840644,0.9653011971008655,0.13428621256572063,3.721491503454373,False
Cc1cc(Nc2nc(C3CC3)no2)nc(-c2ccccc2C)n1,CC1=CC(NC2=NC(C3CC3)=NO2)=NC(C4=CC=CC=C4C)=N1,0.8,,-8.265,0.7904300858343686,307.357,3.7644400000000013,1,6,4,76.73,0,0,0.2361111111111111,0.7638888888888888,2.2060142818668815,-0.1506270056382985,-0.6321144885187382,0.13428621256572063,3.6964301758595868,False
Oc1c(OCC2=NN=CC3C=CC=CN23)cccc1-c1ccncc1,N12C=CC=CC2C=NN=C1COC3=CC=CC(C4=CC=NC=C4)=C3O,0.8,,-7.088,0.9342668859802002,332.363,2.9850000000000017,1,6,4,70.31,0,0,0.16129032258064516,0.8387096774193549,0.28759366905852535,2.135619429909059,0.8844865549411253,0.13428621256572063,3.662436429250096,True
CN1CCN(c2cc(C3=CC=CC3)nc(NCc3ccco3)n2)CC1,C1=CC=C(C2=CC(N3CCN(C)CC3)=NC(NCC4=CC=CO4)=N2)C1,1.2,,-7.557,0.9053158781326327,337.427,2.7768000000000006,1,6,5,57.43,0,0,0.21428571428571427,0.7857142857142857,1.0520280508827557,1.6754511111624117,-0.18971846129905154,0.13428621256572063,3.656931857911732,False
c1ccc(-c2cc3c(OC[C@H]4CN5CCC4CC5)cccc3[nH]2)cc1,C1=CC=C(C2=CC3=C(OC[C@H1]4CN5CC[C@H1]4CC5)C=CC=C3[NH1]2)C=C1,0.8,,-7.984,0.7587000984889181,332.44699999999995,4.555500000000003,1,2,4,28.259999999999998,0,0,0.16842105263157894,0.8315789473684211,1.7480056223943676,-0.6549664402958434,0.7399482140831795,0.13428621256572063,3.648136124858932,False
C=CC1[CH]C2C(=O)C(CC3[CH]c4nc(-n5cccn5)ccc4CC3=C)SC2=C(C)C1=O,C=CC1[C@@H1]C2C(=O)C(CC3[C@H1]C4=NC(N5C=CC=N5)=CC=C4CC3=C)SC2=C(C)C1=O,1.2,,-8.05,0.6848571274083749,429.5450000000003,4.102180000000003,0,5,4,64.85,0,0,0.125,0.875,1.8555806100284822,-1.828680185679179,1.6200834682360277,0.13428621256572063,3.5697076088966737,False
CCc1c(C2=CC=CCC2)nnc(-c2cccc(N3C[C@@H]4C[C@H]3CO4)c2)c1C(N)=O,C1C=CC=C(C2=NN=C(C3=CC=CC(N4C[C@@H1]5C[C@H1]4CO5)=C3)C(C(N)=O)=C2CC)C1,1.0,,-7.654,0.8276148405177453,402.4980000000003,3.5158000000000014,1,5,5,81.34,0,0,0.17346938775510204,0.826530612244898,1.2101306842238004,0.4404144577798273,0.6376195636312711,0.13428621256572063,3.56543849614156,False
CC(C)CC=C1C=NC(Nc2ccc(F)c([C@@]3(C(F)F)N=C(N)O[C@@H]4C[C@@H]43)c2)=N1,CC(C)CC=C1N=C(NC2=CC=C(F)C([C@@]3(C(F)F)N=C(N)O[C@@H1]4C[C@@H1]43)=C2)N=C1,0.8,,-7.687,0.7815098355109552,405.42400000000015,3.801800000000002,2,6,5,84.36,0,0,0.14285714285714285,0.8571428571428572,1.2639181780408577,-0.2924119347066402,1.2581230823290133,0.13428621256572063,3.560690609986949,False
O=C1NC(=O)/C(=C/C(=C\C=C2\C(=O)Nc3ccccc32)c2ccccc2)O1,O=C1NC2=CC=CC=C2/C1=C\C=C(C3=CC=CC=C3)/C=C4\OC(=O)[NH1]C4=O,1.0,,-7.821,0.8250936160741114,358.3530000000001,3.256000000000001,2,4,3,84.5,0,0,0.2,0.8,1.4823280014192084,0.4003402876673889,0.09984984742656229,0.13428621256572063,3.5319892442152283,False
O=C(NCc1ccc(Cl)cc1)N1CCN(S(=O)(=O)c2ccc(F)cc2F)CC1,O=C(NCC1=CC=C(Cl)C=C1)N2CCN(S(=O)(=O)C3=CC=C(F)C=C3F)CC2,1.0,,-8.313,0.8121015213062069,429.8760000000002,2.8343000000000016,1,3,4,69.72,0,0,0.2692307692307692,0.7307692307692308,2.2842506365098734,0.19383450942913646,-1.3034427256283292,0.13428621256572063,3.526036163103414,False
C=C(c1ccc(C2=CCCNC2)c(F)c1)c1nc2ccccc2o1,C=C(C1=CC=C(C2=CCCNC2)C(F)=C1)C3=NC4=CC=CC=C4O3,1.0,,-7.874,0.7768428777475337,320.367,4.405100000000004,1,3,3,38.06,0,0,0.17204301075268819,0.8279569892473118,1.5687139763375115,-0.36659194664137956,0.6665319139648557,0.13428621256572063,3.5045110262813597,False
C[C@@]1(c2cc(N3CCOCC3)nc(N3CCCO3)n2)CCN(CCc2ccccn2)C1=N,C1CCN(C2=NC(N3CCOCC3)=CC(=N2)[C@]4(C)CCN(CCC5=CC=CC=N5)C4=N)O1,0.8,,-8.459,0.7342595120282098,437.54800000000023,2.0332699999999995,1,8,6,90.70000000000002,0,0,0.23333333333333334,0.7666666666666666,2.522219548548971,-1.0434428498226755,-0.5758095395998692,0.13428621256572063,3.492329813958257,False
O=C1CC2(CCN(Cc3ccccc3F)CC2)Oc2ccccc21,O=C1CC2(CCN(CC3=CC=CC=C3F)CC2)OC4=CC=CC=C41,0.8,,-7.794,0.8403957699531437,325.38300000000004,3.825700000000003,0,3,2,29.540000000000003,0,0,0.21052631578947367,0.7894736842105263,1.4383200519325254,0.64356382105151,-0.11351627479231083,0.13428621256572063,3.4738307564071103,False
Cc1cccc(NC(=O)c2cccc(C3(O)CCCCC3)c2)c1,CC1=CC=CC(NC(=O)C2=CC=CC(C3(O)CCCCC3)=C2)=C1,0.8,,-8.227,0.8826254685607602,309.40900000000005,4.399020000000003,2,2,3,49.33,0,0,0.3150684931506849,0.6849315068493151,2.1440771677745127,1.314793282621956,-2.2325633790208372,0.13428621256572063,3.4375273454330046,False
COC1=CC=C(C=Cc2nc(C)nc(Nc3ccccc3)n2)C1,COC1=CC=C(C=CC2=NC(C)=NC(NC3=CC=CC=C3)=N2)C1,0.8,,-7.313,0.9102048066750313,306.369,3.797220000000002,1,5,5,59.93000000000001,0,0,0.19230769230769232,0.8076923076923077,0.6543265814475476,1.7531592876678146,0.25577124443266086,0.13428621256572063,3.3847268012784313,False
O=C(Nc1ccc2c(c1)CC(=O)N2CC1CC1)c1cc(C(F)(F)F)ccc1Cl,O=C(NC1=CC=C2C(=C1)CC(=O)N2CC3CC3)C4=CC(C(F)(F)F)=CC=C4Cl,0.8,,-8.429,0.7810242490054662,408.807,4.910200000000003,1,2,4,49.410000000000004,0,0,0.2716049382716049,0.7283950617283951,2.4733218268971022,-0.3001301988518284,-1.3515666135931756,0.13428621256572063,3.362089947632061,False
C=CC(=O)N1C=CC=C(C(=O)N2CC[C@@H](Nc3ncc4ccccc4n3)C2C)C1,C=CC(=O)N1C=CC=C(C(=O)N2CC[C@@H1](NC3=NC=C4C=CC=CC4=N3)C2C)C1,0.8,,-7.726,0.8132001486561118,389.4590000000001,2.4994000000000005,1,5,4,78.43,0,0,0.18478260869565216,0.8152173913043479,1.327485216188288,0.2112968894331982,0.4083030458516719,0.13428621256572063,3.3417134739443064,False
Cc1c(CC(=O)Nc2ccc3c(c2)OCCO3)c(=O)n(-c2ccccc2)n1C,CC1=C(CC(=O)NC2=CC=C3C(=C2)OCCO3)C(=O)N(C4=CC=CC=C4)N1C,0.8,,-8.169,0.7556168856549094,379.41600000000005,2.43682,1,4,4,74.49000000000001,0,0,0.21176470588235294,0.788235294117647,2.0495415725808983,-0.7039732615310176,-0.13861817152394362,0.13428621256572063,3.3236348183896958,False
C[C@@H]1NC(O)=Nc2cc(Cl)ccc2C(c2ccc(F)cc2)O1,C[C@@H1](O1)NC(O)=NC2=CC(Cl)=CC=C2C1C3=CC=C(F)C=C3,1.0,,-7.655,0.832129556329849,320.75100000000003,4.079800000000002,2,3,1,53.849999999999994,0,0,0.1891891891891892,0.8108108108108107,1.2117606082788634,0.5121746257094985,0.31898262159729396,0.13428621256572063,3.32182157014738,False
CC(=O)N1CCc2cc(Nc3nccc(-c4ccccn4)n3)ccc21,CC(=O)N1CCC2=CC(NC3=NC=CC(C4=CC=CC=N4)=N3)=CC=C21,0.8,,-8.047,0.7979008670637824,331.3790000000001,3.191200000000001,1,5,3,71.01,0,0,0.23076923076923078,0.7692307692307692,1.8506908378632951,-0.03188098974261335,-0.5238357405978364,0.13428621256572063,3.212808051669001,False
CN1CC[C@@](C#N)(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,CN1CC[C@@](C#N)(C[C@H1]2CC[C@H1](C=3N=NN4C=NC=5[NH1]C=CC=5C=34)CC2)C1,1.2,,-7.758,0.7725741870426402,363.46900000000016,3.114980000000002,1,5,3,85.9,0,0,0.1650485436893204,0.8349514563106796,1.3796427859502824,-0.43444161305930695,0.8083082338232052,0.13428621256572063,3.2002952989473235,False
O=C(NCC1CCCOC1)c1noc(-c2ccccc2)n1,O=C(NCC1CCCOC1)C2=NOC(C3=CC=CC=C3)=N2,0.8,,-7.341,0.9288544633922626,287.319,1.8929999999999996,1,5,4,77.25,0,0,0.2222222222222222,0.7777777777777778,0.6999644549892935,2.0495904593201515,-0.35058974392439135,0.13428621256572063,3.166072731657208,True
CNC(=O)C=C1C=CC(Nc2ncnc(N3CCC(N4CCCC4)CC3)n2)=C1,CNC(=O)C=C1C=CC(NC2=NC=NC(N3CCC(N4CCCC4)CC3)=N2)=C1,0.8,,-7.901,0.7472027888565816,381.4840000000002,1.4741999999999995,2,7,5,86.27999999999999,0,0,0.1702127659574468,0.8297872340425532,1.6127219258241945,-0.8377130193261276,0.7036305762586894,0.13428621256572063,3.158504514863811,False
O=C(CNC1CCCN(Cc2cccc3c2CCC3)C1=O)N1CCCCC1,O=C(CNC1CCCN(CC2=CC=CC3=C2CCC3)C1=O)N4CCCCC4,0.8,,-7.509,0.8662636095052734,369.50900000000024,2.2683999999999997,1,3,5,52.650000000000006,0,0,0.203125,0.796875,0.9737916962397642,1.0547260264913345,0.036506779892833637,0.13428621256572063,3.105959305146557,False
COC(=O)c1ccc2c(NCC34CC5CC(CC(C5)C3)C4)ncnc2c1C,COC(=O)C1=CC=C2C(NCC34CC5CC(CC(C5)C3)C4)=NC=NC2=C1C,1.2,,-7.626,0.8160723109543416,365.47700000000015,4.353120000000004,1,5,4,64.11,0,0,0.18309859154929578,0.8169014084507042,1.1644928106820562,0.256949120364253,0.4424377056371458,0.13428621256572063,3.0955155536483714,False
Cn1nc2c(OCC3CCCCN3)cnc(N)c2c1C(F)(F)F,CN1N=C2C(OCC3CCCCN3)=CN=C(N)C2=C1C(F)(F)F,1.0,,-7.026,0.9014703967600335,329.32599999999996,2.0902,2,5,3,77.99,0,0,0.15476190476190477,0.8452380952380952,0.18653837764466077,1.614328240852762,1.0168161583910014,0.13428621256572063,3.0713642608159453,False
Cc1cc(Nc2nc(-c3ccc(C#N)cc3C)n[nH]2)c(F)cc1Cl,CC1=CC(C#N)=CC=C1C2=N[NH1]C(NC3=CC(C)=C(Cl)C=C3F)=N2,1.0,,-8.069,0.7350651541518466,341.77700000000004,4.496320000000002,2,4,3,77.39,0,0,0.1927710843373494,0.8072289156626506,1.8865491670746666,-1.0306373895258396,0.24637838919133015,0.13428621256572063,3.0559824400976843,False
CC(C)c1ccc(NC(=O)N2Cc3cncc(Cl)c3C2)cc1,CC(C)C1=CC=C(NC(=O)N2CC3=C(Cl)C=NC=C3C2)C=C1,0.8,,-7.544,0.8920430527471309,315.80400000000003,4.406100000000003,1,2,2,45.230000000000004,0,0,0.2328767123287671,0.7671232876712328,1.0308390381669443,1.464483196856197,-0.5665539315584109,0.13428621256572063,3.0267504479145355,False
